matchId,roundId,groupId,clientId,payoff,gameType,role,playOrderPosition,action,actionTime,action-of-Subject-0,action-of-Subject-1,action-of-Subject-2,action-of-Subject-3,playOrder.0,playOrder.1,playOrder.2,playOrder.3,displayOrder.0,displayOrder.1,displayOrder.2,displayOrder.3,view.0.playerindex,view.0.actionindex,view.0.duration,view.0.startTime,view.1.playerindex,view.1.actionindex,view.1.duration,view.1.startTime,view.2.playerindex,view.2.actionindex,view.2.duration,view.2.startTime,view.3.playerindex,view.3.actionindex,view.3.duration,view.3.startTime,view.4.playerindex,view.4.actionindex,view.4.duration,view.4.startTime,view.5.playerindex,view.5.actionindex,view.5.duration,view.5.startTime,view.6.playerindex,view.6.actionindex,view.6.duration,view.6.startTime,view.7.playerindex,view.7.actionindex,view.7.duration,view.7.startTime,view.8.playerindex,view.8.actionindex,view.8.duration,view.8.startTime,view.9.playerindex,view.9.actionindex,view.9.duration,view.9.startTime,view.10.playerindex,view.10.actionindex,view.10.duration,view.10.startTime,view.11.playerindex,view.11.actionindex,view.11.duration,view.11.startTime,view.12.playerindex,view.12.actionindex,view.12.duration,view.12.startTime,view.13.playerindex,view.13.actionindex,view.13.duration,view.13.startTime,view.14.playerindex,view.14.actionindex,view.14.duration,view.14.startTime,view.15.playerindex,view.15.actionindex,view.15.duration,view.15.startTime,view.16.playerindex,view.16.actionindex,view.16.duration,view.16.startTime,view.17.playerindex,view.17.actionindex,view.17.duration,view.17.startTime,questionRound.0.question.4.wrongAnswer.0,questionRound.0.question.4.wrongAnswer.1,questionRound.0.question.5.wrongAnswer.0,view.18.playerindex,view.18.actionindex,view.18.duration,view.18.startTime,view.19.playerindex,view.19.actionindex,view.19.duration,view.19.startTime,view.20.playerindex,view.20.actionindex,view.20.duration,view.20.startTime,view.21.playerindex,view.21.actionindex,view.21.duration,view.21.startTime,view.22.playerindex,view.22.actionindex,view.22.duration,view.22.startTime,view.23.playerindex,view.23.actionindex,view.23.duration,view.23.startTime,view.24.playerindex,view.24.actionindex,view.24.duration,view.24.startTime,view.25.playerindex,view.25.actionindex,view.25.duration,view.25.startTime,view.26.playerindex,view.26.actionindex,view.26.duration,view.26.startTime,questionRound.0.question.3.wrongAnswer.0,view.27.playerindex,view.27.actionindex,view.27.duration,view.27.startTime,view.28.playerindex,view.28.actionindex,view.28.duration,view.28.startTime,view.29.playerindex,view.29.actionindex,view.29.duration,view.29.startTime,view.30.playerindex,view.30.actionindex,view.30.duration,view.30.startTime,view.31.playerindex,view.31.actionindex,view.31.duration,view.31.startTime,view.32.playerindex,view.32.actionindex,view.32.duration,view.32.startTime,view.33.playerindex,view.33.actionindex,view.33.duration,view.33.startTime,view.34.playerindex,view.34.actionindex,view.34.duration,view.34.startTime,view.35.playerindex,view.35.actionindex,view.35.duration,view.35.startTime,view.36.playerindex,view.36.actionindex,view.36.duration,view.36.startTime,view.37.playerindex,view.37.actionindex,view.37.duration,view.37.startTime,view.38.playerindex,view.38.actionindex,view.38.duration,view.38.startTime,view.39.playerindex,view.39.actionindex,view.39.duration,view.39.startTime,view.40.playerindex,view.40.actionindex,view.40.duration,view.40.startTime,view.41.playerindex,view.41.actionindex,view.41.duration,view.41.startTime,view.42.playerindex,view.42.actionindex,view.42.duration,view.42.startTime,view.43.playerindex,view.43.actionindex,view.43.duration,view.43.startTime,view.44.playerindex,view.44.actionindex,view.44.duration,view.44.startTime,view.45.playerindex,view.45.actionindex,view.45.duration,view.45.startTime,view.46.playerindex,view.46.actionindex,view.46.duration,view.46.startTime,view.47.playerindex,view.47.actionindex,view.47.duration,view.47.startTime,view.48.playerindex,view.48.actionindex,view.48.duration,view.48.startTime,view.49.playerindex,view.49.actionindex,view.49.duration,view.49.startTime,view.50.playerindex,view.50.actionindex,view.50.duration,view.50.startTime,view.51.playerindex,view.51.actionindex,view.51.duration,view.51.startTime,view.52.playerindex,view.52.actionindex,view.52.duration,view.52.startTime,view.53.playerindex,view.53.actionindex,view.53.duration,view.53.startTime,view.54.playerindex,view.54.actionindex,view.54.duration,view.54.startTime,questionRound.0.question.0.wrongAnswer.0,questionRound.0.question.0.wrongAnswer.1,questionRound.0.question.0.wrongAnswer.2,questionRound.0.question.0.wrongAnswer.3,questionRound.0.question.0.wrongAnswer.4,questionRound.0.question.0.wrongAnswer.5,questionRound.0.question.0.wrongAnswer.6,questionRound.0.question.1.wrongAnswer.0,questionRound.0.question.1.wrongAnswer.1,questionRound.0.question.1.wrongAnswer.2,questionRound.0.question.1.wrongAnswer.3,questionRound.0.question.2.wrongAnswer.0,questionRound.0.question.2.wrongAnswer.1,questionRound.0.question.2.wrongAnswer.2,questionRound.0.question.2.wrongAnswer.3,questionRound.0.question.2.wrongAnswer.4,questionRound.0.question.2.wrongAnswer.5,questionRound.0.question.2.wrongAnswer.6,questionRound.0.question.3.wrongAnswer.1,questionRound.0.question.5.wrongAnswer.1,questionRound.0.question.5.wrongAnswer.2,questionRound.0.question.5.wrongAnswer.3,questionRound.0.question.5.wrongAnswer.4,questionRound.0.question.5.wrongAnswer.5,questionRound.0.question.5.wrongAnswer.6,questionRound.0.question.5.wrongAnswer.7,questionRound.0.question.5.wrongAnswer.8,questionRound.0.question.5.wrongAnswer.9,questionRound.0.question.5.wrongAnswer.10,questionRound.0.question.5.wrongAnswer.11,view.55.playerindex,view.55.actionindex,view.55.duration,view.55.startTime,view.56.playerindex,view.56.actionindex,view.56.duration,view.56.startTime,view.57.playerindex,view.57.actionindex,view.57.duration,view.57.startTime,view.58.playerindex,view.58.actionindex,view.58.duration,view.58.startTime,view.59.playerindex,view.59.actionindex,view.59.duration,view.59.startTime,view.60.playerindex,view.60.actionindex,view.60.duration,view.60.startTime,view.61.playerindex,view.61.actionindex,view.61.duration,view.61.startTime,view.62.playerindex,view.62.actionindex,view.62.duration,view.62.startTime,view.63.playerindex,view.63.actionindex,view.63.duration,view.63.startTime,view.64.playerindex,view.64.actionindex,view.64.duration,view.64.startTime,view.65.playerindex,view.65.actionindex,view.65.duration,view.65.startTime,view.66.playerindex,view.66.actionindex,view.66.duration,view.66.startTime,view.67.playerindex,view.67.actionindex,view.67.duration,view.67.startTime,view.68.playerindex,view.68.actionindex,view.68.duration,view.68.startTime,view.69.playerindex,view.69.actionindex,view.69.duration,view.69.startTime,view.70.playerindex,view.70.actionindex,view.70.duration,view.70.startTime,view.71.playerindex,view.71.actionindex,view.71.duration,view.71.startTime,view.72.playerindex,view.72.actionindex,view.72.duration,view.72.startTime,view.73.playerindex,view.73.actionindex,view.73.duration,view.73.startTime,view.74.playerindex,view.74.actionindex,view.74.duration,view.74.startTime,view.75.playerindex,view.75.actionindex,view.75.duration,view.75.startTime,view.76.playerindex,view.76.actionindex,view.76.duration,view.76.startTime,view.77.playerindex,view.77.actionindex,view.77.duration,view.77.startTime,view.78.playerindex,view.78.actionindex,view.78.duration,view.78.startTime,view.79.playerindex,view.79.actionindex,view.79.duration,view.79.startTime,view.80.playerindex,view.80.actionindex,view.80.duration,view.80.startTime,view.81.playerindex,view.81.actionindex,view.81.duration,view.81.startTime,view.82.playerindex,view.82.actionindex,view.82.duration,view.82.startTime,view.83.playerindex,view.83.actionindex,view.83.duration,view.83.startTime,view.84.playerindex,view.84.actionindex,view.84.duration,view.84.startTime,view.85.playerindex,view.85.actionindex,view.85.duration,view.85.startTime,view.86.playerindex,view.86.actionindex,view.86.duration,view.86.startTime,view.87.playerindex,view.87.actionindex,view.87.duration,view.87.startTime,view.88.playerindex,view.88.actionindex,view.88.duration,view.88.startTime,view.89.playerindex,view.89.actionindex,view.89.duration,view.89.startTime,questionRound.0.question.0.answer,questionRound.0.question.1.answer,questionRound.0.question.2.answer,questionRound.0.question.3.answer,questionRound.0.question.4.answer,questionRound.0.question.5.answer,questionRound.0.question.6.answer,questionRound.0.question.7.answer,questionRound.0.question.8.answer,questionRound.0.question.9.answer
1,0,2,5,28,SIMULTANEOUS,Green,0,0,33461,0,0,1,0,1,3,0,2,0,1,2,3,1,0,499,2854,1,1,406,3821,1,2,530,4633,1,3,1139,5428,1,0,172,6879,1,2,281,7316,1,3,312,8096,1,1,374,8876,1,0,280,9500,1,2,358,10358,1,3,702,11044,1,2,171,12620,1,0,3276,12994,1,1,639,16660,1,0,125,17939,1,0,78,19577,1,1,109,19967,1,2,63,20388,,,,1,3,125,20716,1,0,390,21215,3,0,296,28500,3,1,265,29514,3,2,93,29951,3,3,421,30263,3,0,234,31168,1,0,266,32415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2,9,20,SIMULTANEOUS,Red,2,0,56269,0,0,1,0,1,3,0,2,0,1,2,3,0,0,655,5663,0,1,359,7129,0,2,281,7769,0,3,358,8331,1,0,327,9111,0,1,156,9734,0,3,156,10124,0,2,312,10514,0,0,281,11076,0,1,156,11560,0,0,125,12168,0,1,125,12464,0,2,265,12808,0,3,343,13260,0,0,374,13853,0,1,249,14633,1,0,156,15444,1,2,202,15850,,,,1,1,156,16380,1,3,343,16895,2,0,265,17706,2,2,281,18221,2,3,327,18736,2,3,296,19313,2,1,218,19828,0,0,483,20686,0,1,327,21419,,0,0,125,22027,0,1,109,22402,0,2,125,22745,0,3,374,23135,0,0,110,24008,0,1,344,24320,0,2,3838,24913,2,0,1201,35256,2,1,514,36629,2,2,125,37424,2,3,1716,37830,2,2,187,39749,2,3,468,40154,2,2,468,41152,2,3,359,42603,2,2,124,43212,2,3,218,43602,0,1,234,45006,0,3,312,45598,0,2,140,46160,0,3,93,46597,0,1,141,47205,0,0,156,48032,0,1,187,48594,0,0,140,49452,0,1,94,49826,2,0,125,50497,2,1,219,50824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,156,51994,0,1,124,52728,0,2,140,53149,0,3,374,53570,0,0,124,54288,0,1,172,54646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,0,1,12,SIMULTANEOUS,Red,0,1,8049,1,1,1,0,0,1,2,3,0,2,3,1,0,0,219,5397,0,2,390,6255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,0,4,34,SIMULTANEOUS,Orange,3,0,14430,1,1,1,0,0,1,2,3,0,2,3,1,2,1,250,5428,2,3,141,5865,2,2,842,6240,2,0,905,8127,2,2,1014,9562,2,0,125,10951,2,1,125,11294,2,2,109,11809,2,3,203,12152,2,0,78,12932,2,1,94,13197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,0,6,30,SIMULTANEOUS,Blue,2,1,17878,1,1,1,0,0,1,2,3,0,2,3,1,1,0,328,3479,1,1,359,4056,1,2,297,4883,1,3,421,5492,1,1,328,6443,1,0,203,7301,1,1,125,7956,1,1,187,9173,2,0,343,10998,2,1,296,11638,2,2,312,12231,2,3,671,12792,1,0,328,15397,1,2,343,16006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,0,10,34,SIMULTANEOUS,Green,1,1,30481,1,1,1,0,0,1,2,3,0,2,3,1,0,0,827,5054,0,1,530,6146,0,2,578,6910,0,3,327,7784,0,2,125,8283,0,0,1076,8673,0,2,1638,10155,3,0,640,14913,3,1,375,15755,3,0,640,16395,3,1,1373,17393,3,0,1295,19062,3,2,1154,21122,0,0,110,22884,0,2,312,23493,0,0,748,23930,3,2,578,25302,3,3,562,26051,,,,3,2,811,26769,3,3,172,27611,3,3,592,28064,3,2,623,28766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,1,2,30,SIMULTANEOUS,Red,0,1,33415,1,0,1,0,0,1,2,3,0,2,3,1,0,0,374,9657,0,0,452,10234,0,2,640,11045,0,3,671,12043,0,1,421,13073,0,2,1794,16068,0,0,624,18315,0,2,795,19251,3,0,578,27050,3,2,1514,28532,3,0,904,30545,0,2,187,32276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,1,5,30,SIMULTANEOUS,Blue,2,1,54130,1,0,1,0,0,1,2,3,0,2,3,1,1,0,468,2683,1,1,327,3385,1,2,265,4492,1,3,327,4945,1,0,375,5615,1,1,530,6489,1,3,234,7347,1,2,421,8252,2,0,1966,9983,2,2,374,12261,2,0,577,12916,2,1,468,13805,2,2,296,14710,2,3,826,15194,2,0,219,16488,2,1,249,17097,0,0,390,18235,0,1,281,18859,,,,0,2,718,19499,0,3,281,20419,0,0,172,21043,0,1,140,21371,0,2,405,21777,2,1,250,23149,2,0,281,23664,2,2,141,24132,2,3,172,24631,,2,0,421,25302,2,1,140,25942,1,0,296,28204,1,1,312,29046,1,2,265,29561,1,3,422,30044,1,2,280,30778,1,3,187,31261,1,1,265,31745,1,0,717,32291,1,2,374,33258,1,3,281,33819,1,1,218,34272,1,0,187,34693,1,1,109,35395,1,2,874,35707,1,2,951,38843,2,0,343,40434,2,1,405,40980,2,2,390,41697,2,3,374,43195,1,2,125,43928,1,2,967,44630,2,0,811,46580,2,1,281,47734,2,0,1279,48592,2,1,140,50277,2,2,156,50589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,156,50963,1,2,359,51728,1,0,218,52274,1,2,141,52804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,1,8,18,SIMULTANEOUS,Green,1,0,33461,1,0,1,0,0,1,2,3,0,2,3,1,3,0,577,4290,3,1,327,5148,3,3,328,5662,3,2,1451,6286,1,1,374,10046,1,3,281,10607,1,2,219,11200,1,0,453,11590,1,1,1419,12277,1,2,1435,13946,1,1,577,15553,1,1,343,17643,1,2,1513,18735,1,0,140,20373,1,1,125,20669,1,3,124,20966,1,2,156,21324,1,1,1856,21824,,,,3,0,515,24725,3,2,453,25536,3,0,530,26410,3,2,328,27533,3,0,327,28095,3,1,983,28765,3,0,2402,30029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,1,11,34,SIMULTANEOUS,Orange,3,0,45894,1,0,1,0,0,1,2,3,0,2,3,1,2,2,468,4165,2,0,296,4867,2,1,187,5491,2,3,328,5974,2,1,2949,6598,0,2,421,10311,0,3,187,10951,0,1,124,11372,0,0,171,11762,0,2,2215,12573,3,0,359,15630,3,1,171,16317,3,3,172,16738,3,2,468,17222,3,0,453,18048,3,0,1311,20076,2,0,140,22073,2,1,998,22510,,,,0,2,1482,24132,0,1,172,25879,0,0,125,26332,0,3,156,26691,1,0,328,28796,1,1,172,29358,1,3,171,29764,1,2,905,30169,1,1,2012,31355,,1,1,234,33882,1,2,188,34334,1,3,188,34677,1,1,328,35083,1,0,156,35707,2,0,421,36300,2,1,141,36939,2,1,172,38047,2,3,156,38421,2,2,421,38827,2,0,624,39482,1,1,312,40637,2,0,187,42758,2,3,156,43179,2,1,125,43694,2,0,78,44146,2,2,78,44521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,2,0,30,SIMULTANEOUS,Blue,2,1,14994,0,1,1,0,0,1,2,3,0,2,3,1,1,0,561,4837,1,2,1654,5695,2,0,406,9205,2,2,499,9845,1,2,1763,11468,1,0,390,13465,1,2,312,14073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,2,3,26,SIMULTANEOUS,Orange,3,0,62118,0,1,1,0,0,1,2,3,0,2,3,1,2,2,94,4118,2,0,109,5054,2,2,62,5647,2,3,78,6006,2,0,78,6458,2,1,78,6801,2,0,110,7581,2,1,93,8159,2,0,94,8751,2,1,109,9173,0,0,109,12433,0,1,78,12979,0,0,93,13494,0,2,78,14055,0,3,78,14617,0,0,78,15069,0,1,62,15350,0,0,78,15865,,,,0,1,78,16177,0,2,78,16754,0,3,78,17144,0,0,94,17565,0,1,109,17940,0,0,93,18642,0,1,109,19047,0,0,78,19858,0,1,78,20217,,0,2,94,20638,0,3,93,21013,0,0,109,21980,0,1,109,22432,0,0,94,23134,0,1,110,23633,0,0,78,24663,0,1,62,25022,0,0,94,25521,0,2,78,25927,0,3,78,26270,0,0,109,26753,0,1,78,27081,0,2,78,27440,0,2,94,29140,0,3,109,29561,0,2,93,30045,0,3,94,30466,0,2,93,31730,0,0,78,32322,0,1,94,32790,3,0,109,34803,3,1,78,35333,3,0,109,36347,3,1,78,36690,3,2,93,37065,3,3,78,37517,3,2,249,37876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,94,38359,3,0,156,38734,3,1,141,39139,3,0,109,39639,3,1,109,40060,3,0,140,40450,3,1,125,40871,3,0,219,41323,3,1,93,41776,3,2,94,42212,3,3,125,42587,3,3,140,46612,3,3,188,46814,3,3,1248,47360,3,2,94,48920,3,0,109,49357,3,1,77,49810,3,2,94,50137,3,3,94,50527,3,2,109,51089,3,0,109,51619,3,1,94,51915,3,0,93,52290,0,0,109,54302,0,2,110,54801,0,1,78,55457,0,0,62,55847,0,2,78,56127,0,3,78,56424,0,2,109,56798,0,3,93,57251,0,2,78,57656,2,1,109,59419,2,3,109,59949,2,1,109,60355,,,,,,,,,,
2,0,2,7,26,SIMULTANEOUS,Red,0,0,61821,0,1,1,0,0,1,2,3,0,2,3,1,0,0,562,4539,0,2,406,5366,0,1,515,6068,0,3,437,6848,3,0,546,11232,3,2,437,11980,3,0,406,14008,3,1,452,15459,3,3,343,16114,0,3,390,17643,0,2,344,18251,0,0,390,19234,0,1,421,19874,0,2,390,20747,3,1,328,21683,3,3,359,22151,3,2,375,22853,3,0,421,23477,,,,1,0,624,28844,1,2,577,29733,3,1,452,33742,3,3,483,35037,0,1,2028,41105,3,1,406,48452,3,0,421,49139,0,1,640,56049,0,2,328,57656,,0,0,281,58233,0,3,312,58732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,2,9,34,SIMULTANEOUS,Green,1,1,70964,0,1,1,0,0,1,2,3,0,2,3,1,3,0,359,3853,3,1,358,4540,3,2,281,5304,3,3,624,5819,3,0,172,6739,3,1,874,7129,3,0,234,8252,3,1,1232,8705,3,2,358,10234,3,3,452,10795,3,2,125,11466,3,3,156,11809,3,0,250,12230,3,1,577,12776,3,0,468,13619,3,1,890,14445,3,0,405,15647,3,1,62,16271,,,,3,3,140,16567,3,2,328,16957,3,0,218,17472,3,1,780,17831,1,0,483,22620,1,0,78,24024,1,1,171,24414,1,2,140,24882,1,3,452,25303,,1,2,140,25974,1,0,109,26317,1,1,593,26800,1,0,390,27690,1,1,140,28314,1,2,172,28641,1,3,156,28984,1,1,1358,29374,1,0,140,30888,1,1,1888,31262,2,0,125,34366,2,1,218,34741,2,2,141,35193,2,3,624,35568,2,0,203,36410,2,1,140,36878,2,0,125,37237,1,0,156,38017,1,1,437,38407,1,2,406,39046,1,3,453,40029,3,1,327,41059,3,3,219,42821,3,0,156,43336,3,1,187,43882,3,2,140,44366,3,3,514,44803,3,1,110,45551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,188,45941,3,1,141,46409,3,3,109,46815,3,0,140,47408,3,1,405,47954,2,0,421,51339,2,1,219,52025,2,2,171,52525,2,3,452,52915,2,1,187,53601,2,0,109,54116,2,1,1388,54553,2,0,125,56097,2,2,78,56409,2,3,156,56705,1,0,171,59810,1,2,686,60231,1,0,109,61136,1,2,109,61479,1,1,109,61869,1,3,202,62228,1,2,188,62664,1,0,94,63070,1,1,936,63382,1,2,358,64568,3,1,78,66362,3,3,296,66736,3,2,249,67298,3,2,94,67750,3,3,109,68093,3,2,78,68561,3,0,94,69107,3,1,93,69435,3,3,219,69762,,,,,,,,,,,,,,
3,0,0,2,14,SIMULTANEOUS,Green,1,1,37829,1,1,0,1,2,1,0,3,2,0,1,3,2,0,1248,6427,2,1,671,8002,2,2,1326,9126,2,3,764,10795,1,0,670,14196,1,2,2059,15241,2,3,920,17971,2,2,827,19265,2,0,608,20467,2,1,718,21418,1,0,1295,22697,1,2,1311,24460,2,0,609,26316,2,1,546,27174,2,2,671,28126,2,3,1061,29124,2,2,858,31106,2,3,390,32276,,,,2,1,670,32978,2,0,873,33945,2,2,577,35146,2,3,952,35988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
