matchId,roundId,groupId,clientId,payoff,gameType,role,playOrderPosition,action,actionTime,action-of-Subject-0,action-of-Subject-1,action-of-Subject-2,action-of-Subject-3,playOrder.0,playOrder.1,playOrder.2,playOrder.3,displayOrder.0,displayOrder.1,displayOrder.2,displayOrder.3,view.0.playerindex,view.0.actionindex,view.0.duration,view.0.startTime,view.1.playerindex,view.1.actionindex,view.1.duration,view.1.startTime,view.2.playerindex,view.2.actionindex,view.2.duration,view.2.startTime,view.3.playerindex,view.3.actionindex,view.3.duration,view.3.startTime,view.4.playerindex,view.4.actionindex,view.4.duration,view.4.startTime,view.5.playerindex,view.5.actionindex,view.5.duration,view.5.startTime,view.6.playerindex,view.6.actionindex,view.6.duration,view.6.startTime,view.7.playerindex,view.7.actionindex,view.7.duration,view.7.startTime,view.8.playerindex,view.8.actionindex,view.8.duration,view.8.startTime,view.9.playerindex,view.9.actionindex,view.9.duration,view.9.startTime,view.10.playerindex,view.10.actionindex,view.10.duration,view.10.startTime,view.11.playerindex,view.11.actionindex,view.11.duration,view.11.startTime,view.12.playerindex,view.12.actionindex,view.12.duration,view.12.startTime,view.13.playerindex,view.13.actionindex,view.13.duration,view.13.startTime,view.14.playerindex,view.14.actionindex,view.14.duration,view.14.startTime,view.15.playerindex,view.15.actionindex,view.15.duration,view.15.startTime,view.16.playerindex,view.16.actionindex,view.16.duration,view.16.startTime,view.17.playerindex,view.17.actionindex,view.17.duration,view.17.startTime,questionRound.0.question.4.wrongAnswer.0,questionRound.0.question.4.wrongAnswer.1,questionRound.0.question.5.wrongAnswer.0,view.18.playerindex,view.18.actionindex,view.18.duration,view.18.startTime,view.19.playerindex,view.19.actionindex,view.19.duration,view.19.startTime,view.20.playerindex,view.20.actionindex,view.20.duration,view.20.startTime,view.21.playerindex,view.21.actionindex,view.21.duration,view.21.startTime,view.22.playerindex,view.22.actionindex,view.22.duration,view.22.startTime,view.23.playerindex,view.23.actionindex,view.23.duration,view.23.startTime,view.24.playerindex,view.24.actionindex,view.24.duration,view.24.startTime,view.25.playerindex,view.25.actionindex,view.25.duration,view.25.startTime,view.26.playerindex,view.26.actionindex,view.26.duration,view.26.startTime,questionRound.0.question.3.wrongAnswer.0,view.27.playerindex,view.27.actionindex,view.27.duration,view.27.startTime,view.28.playerindex,view.28.actionindex,view.28.duration,view.28.startTime,view.29.playerindex,view.29.actionindex,view.29.duration,view.29.startTime,view.30.playerindex,view.30.actionindex,view.30.duration,view.30.startTime,view.31.playerindex,view.31.actionindex,view.31.duration,view.31.startTime,view.32.playerindex,view.32.actionindex,view.32.duration,view.32.startTime,view.33.playerindex,view.33.actionindex,view.33.duration,view.33.startTime,view.34.playerindex,view.34.actionindex,view.34.duration,view.34.startTime,view.35.playerindex,view.35.actionindex,view.35.duration,view.35.startTime,view.36.playerindex,view.36.actionindex,view.36.duration,view.36.startTime,view.37.playerindex,view.37.actionindex,view.37.duration,view.37.startTime,view.38.playerindex,view.38.actionindex,view.38.duration,view.38.startTime,view.39.playerindex,view.39.actionindex,view.39.duration,view.39.startTime,view.40.playerindex,view.40.actionindex,view.40.duration,view.40.startTime,view.41.playerindex,view.41.actionindex,view.41.duration,view.41.startTime,view.42.playerindex,view.42.actionindex,view.42.duration,view.42.startTime,view.43.playerindex,view.43.actionindex,view.43.duration,view.43.startTime,view.44.playerindex,view.44.actionindex,view.44.duration,view.44.startTime,view.45.playerindex,view.45.actionindex,view.45.duration,view.45.startTime,view.46.playerindex,view.46.actionindex,view.46.duration,view.46.startTime,view.47.playerindex,view.47.actionindex,view.47.duration,view.47.startTime,view.48.playerindex,view.48.actionindex,view.48.duration,view.48.startTime,view.49.playerindex,view.49.actionindex,view.49.duration,view.49.startTime,view.50.playerindex,view.50.actionindex,view.50.duration,view.50.startTime,view.51.playerindex,view.51.actionindex,view.51.duration,view.51.startTime,view.52.playerindex,view.52.actionindex,view.52.duration,view.52.startTime,view.53.playerindex,view.53.actionindex,view.53.duration,view.53.startTime,view.54.playerindex,view.54.actionindex,view.54.duration,view.54.startTime,questionRound.0.question.0.wrongAnswer.0,questionRound.0.question.0.wrongAnswer.1,questionRound.0.question.0.wrongAnswer.2,questionRound.0.question.0.wrongAnswer.3,questionRound.0.question.0.wrongAnswer.4,questionRound.0.question.0.wrongAnswer.5,questionRound.0.question.0.wrongAnswer.6,questionRound.0.question.1.wrongAnswer.0,questionRound.0.question.1.wrongAnswer.1,questionRound.0.question.1.wrongAnswer.2,questionRound.0.question.1.wrongAnswer.3,questionRound.0.question.2.wrongAnswer.0,questionRound.0.question.2.wrongAnswer.1,questionRound.0.question.2.wrongAnswer.2,questionRound.0.question.2.wrongAnswer.3,questionRound.0.question.2.wrongAnswer.4,questionRound.0.question.2.wrongAnswer.5,questionRound.0.question.2.wrongAnswer.6,questionRound.0.question.3.wrongAnswer.1,questionRound.0.question.5.wrongAnswer.1,questionRound.0.question.5.wrongAnswer.2,questionRound.0.question.5.wrongAnswer.3,questionRound.0.question.5.wrongAnswer.4,questionRound.0.question.5.wrongAnswer.5,questionRound.0.question.5.wrongAnswer.6,questionRound.0.question.5.wrongAnswer.7,questionRound.0.question.5.wrongAnswer.8,questionRound.0.question.5.wrongAnswer.9,questionRound.0.question.5.wrongAnswer.10,questionRound.0.question.5.wrongAnswer.11,view.55.playerindex,view.55.actionindex,view.55.duration,view.55.startTime,view.56.playerindex,view.56.actionindex,view.56.duration,view.56.startTime,view.57.playerindex,view.57.actionindex,view.57.duration,view.57.startTime,view.58.playerindex,view.58.actionindex,view.58.duration,view.58.startTime,view.59.playerindex,view.59.actionindex,view.59.duration,view.59.startTime,view.60.playerindex,view.60.actionindex,view.60.duration,view.60.startTime,view.61.playerindex,view.61.actionindex,view.61.duration,view.61.startTime,view.62.playerindex,view.62.actionindex,view.62.duration,view.62.startTime,view.63.playerindex,view.63.actionindex,view.63.duration,view.63.startTime,view.64.playerindex,view.64.actionindex,view.64.duration,view.64.startTime,view.65.playerindex,view.65.actionindex,view.65.duration,view.65.startTime,view.66.playerindex,view.66.actionindex,view.66.duration,view.66.startTime,view.67.playerindex,view.67.actionindex,view.67.duration,view.67.startTime,view.68.playerindex,view.68.actionindex,view.68.duration,view.68.startTime,view.69.playerindex,view.69.actionindex,view.69.duration,view.69.startTime,view.70.playerindex,view.70.actionindex,view.70.duration,view.70.startTime,view.71.playerindex,view.71.actionindex,view.71.duration,view.71.startTime,view.72.playerindex,view.72.actionindex,view.72.duration,view.72.startTime,view.73.playerindex,view.73.actionindex,view.73.duration,view.73.startTime,view.74.playerindex,view.74.actionindex,view.74.duration,view.74.startTime,view.75.playerindex,view.75.actionindex,view.75.duration,view.75.startTime,view.76.playerindex,view.76.actionindex,view.76.duration,view.76.startTime,view.77.playerindex,view.77.actionindex,view.77.duration,view.77.startTime,view.78.playerindex,view.78.actionindex,view.78.duration,view.78.startTime,view.79.playerindex,view.79.actionindex,view.79.duration,view.79.startTime,view.80.playerindex,view.80.actionindex,view.80.duration,view.80.startTime,view.81.playerindex,view.81.actionindex,view.81.duration,view.81.startTime,view.82.playerindex,view.82.actionindex,view.82.duration,view.82.startTime,view.83.playerindex,view.83.actionindex,view.83.duration,view.83.startTime,view.84.playerindex,view.84.actionindex,view.84.duration,view.84.startTime,view.85.playerindex,view.85.actionindex,view.85.duration,view.85.startTime,view.86.playerindex,view.86.actionindex,view.86.duration,view.86.startTime,view.87.playerindex,view.87.actionindex,view.87.duration,view.87.startTime,view.88.playerindex,view.88.actionindex,view.88.duration,view.88.startTime,view.89.playerindex,view.89.actionindex,view.89.duration,view.89.startTime,questionRound.0.question.0.answer,questionRound.0.question.1.answer,questionRound.0.question.2.answer,questionRound.0.question.3.answer,questionRound.0.question.4.answer,questionRound.0.question.5.answer,questionRound.0.question.6.answer,questionRound.0.question.7.answer,questionRound.0.question.8.answer,questionRound.0.question.9.answer
3,0,0,3,14,SIMULTANEOUS,Red,2,0,58951,1,1,0,1,2,1,0,3,2,0,1,3,1,0,155,5960,1,2,94,6521,1,1,78,6958,1,0,31,7332,1,2,109,7613,1,3,94,7956,1,2,94,8393,1,3,78,8721,1,2,109,9033,1,3,109,9438,1,2,109,9766,1,0,93,10234,1,1,94,10608,1,2,94,11123,1,3,110,11497,1,2,125,11887,1,2,1435,12340,3,2,109,14836,,,,3,0,93,15257,3,1,78,15616,3,2,109,15990,3,3,110,16286,3,2,94,16723,3,3,63,17113,3,0,78,17441,3,1,109,17800,3,0,94,18595,,3,1,110,19406,3,0,94,19843,0,2,109,21372,0,3,78,21855,0,0,78,22323,0,1,93,22745,0,0,62,23166,0,1,156,23525,0,2,125,23930,0,3,281,24320,0,1,93,25038,0,0,358,25397,0,1,109,26005,0,2,125,26457,0,3,125,27003,0,2,624,27425,0,0,94,28267,0,1,562,28579,2,2,94,32572,2,3,109,32947,2,0,109,33306,2,1,109,33649,0,2,78,38266,0,3,499,38812,0,2,78,39592,0,0,94,39982,0,1,125,40325,3,0,109,42525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,125,42915,3,0,109,43399,3,2,109,43789,3,0,1450,44210,3,1,109,46706,3,0,109,47158,3,2,93,47517,3,3,78,47813,3,0,78,48234,3,1,94,48515,3,0,93,48843,3,2,93,49233,3,0,124,49592,3,1,78,49982,3,3,94,50262,3,0,2417,50684,1,0,63,54973,1,2,78,55488,1,2,78,57610,1,3,78,57891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,0,6,28,SIMULTANEOUS,Blue,0,1,18563,1,1,0,1,2,1,0,3,2,0,1,3,0,0,702,3650,0,1,344,4679,0,2,296,5335,0,3,640,5896,0,2,249,6739,0,3,218,7285,0,2,203,7706,0,1,265,8236,0,0,188,8735,0,1,140,9219,2,0,358,12433,2,1,359,13150,2,2,359,13805,2,3,452,14476,0,1,218,16239,0,3,390,16707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,0,10,10,SIMULTANEOUS,Orange,3,1,67812,1,1,0,1,2,1,0,3,2,0,1,3,3,0,1435,5054,3,0,156,6552,3,0,31,6723,3,0,125,6770,3,1,1077,7503,3,0,983,8907,3,1,1779,11637,3,0,78,13572,3,1,890,14507,3,0,1357,15553,3,2,1217,18017,3,0,375,20357,3,1,1123,21075,3,0,15,22214,3,0,468,22495,3,1,405,32354,3,0,1045,33321,3,1,219,34428,,,,3,1,983,35395,3,0,171,37455,3,2,671,37985,3,3,593,38905,3,2,1233,39654,3,3,1357,40996,3,2,405,42681,3,3,78,44615,1,0,546,48312,,1,2,858,49388,1,0,1295,50402,1,2,1014,51713,1,1,796,53444,1,3,780,54349,1,1,1419,55301,1,3,374,56892,1,1,421,58343,1,3,266,58857,3,0,624,60059,3,1,702,60885,3,0,2262,61946,3,1,905,64614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,1,0,24,SIMULTANEOUS,Orange,3,0,21453,0,1,0,0,2,1,0,3,2,0,1,3,3,0,655,6537,3,2,1264,7520,3,0,1295,9158,0,0,453,13698,0,2,1170,14447,3,1,312,16351,3,3,562,16897,3,1,795,17693,3,0,343,18863,3,2,234,19456,3,1,187,19955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,1,4,30,SIMULTANEOUS,Green,1,1,23119,0,1,0,0,2,1,0,3,2,0,1,3,2,0,422,5865,2,2,374,6521,2,0,124,7301,2,1,109,7940,2,0,125,8517,2,1,234,8845,2,2,171,9407,2,3,187,9812,2,2,93,10639,2,3,156,10920,2,1,124,11388,2,0,1529,11965,2,0,125,14617,2,2,858,15069,2,0,110,16192,2,2,125,16567,2,1,93,16926,2,3,297,17284,,,,2,1,125,18033,2,3,94,18392,2,0,109,18720,2,2,749,19047,2,0,718,20685,2,2,531,21730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,1,8,13,SIMULTANEOUS,Red,2,0,37064,0,1,0,0,2,1,0,3,2,0,1,3,1,0,484,3213,1,1,405,3978,1,3,343,4602,1,2,4228,5132,3,0,312,10108,3,2,328,10701,3,1,172,11356,3,3,359,11793,3,0,4290,12339,0,0,375,17596,0,2,249,18189,0,3,234,18626,0,1,328,18953,0,0,1420,19468,1,0,733,22307,1,2,203,23259,1,3,187,23680,1,1,187,24070,,,,1,2,110,24631,1,1,156,24959,1,1,6942,25723,2,0,297,33398,2,2,328,33960,2,0,140,34553,2,2,187,34927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,1,11,28,SIMULTANEOUS,Blue,0,0,48156,0,1,0,0,2,1,0,3,2,0,1,3,0,2,374,4103,0,0,187,4696,0,1,141,5101,0,3,280,5476,0,2,234,6068,0,1,2044,6645,2,2,328,9391,2,3,312,9890,2,1,125,10436,2,0,234,10764,2,2,843,11372,2,2,967,13057,1,0,327,14773,1,1,390,15319,1,3,156,15880,1,2,219,16270,1,1,702,17019,3,2,343,18486,,,,3,3,281,19094,3,1,171,19578,3,0,1934,19952,1,0,328,22432,1,1,172,22947,1,2,1545,23524,2,1,983,25396,2,0,218,26660,2,3,327,27409,,2,2,858,27877,2,1,297,29015,2,3,827,29561,0,1,343,31090,0,0,203,31667,0,2,156,32104,0,1,593,32525,0,0,437,33383,2,0,733,34148,2,1,281,35021,2,0,780,35474,0,0,624,37127,0,2,234,38188,0,3,296,38609,0,1,140,39124,0,2,1591,39670,3,1,203,41916,3,3,203,42353,3,0,156,42790,3,2,250,43195,3,1,140,43773,3,0,141,44178,0,0,109,45894,0,1,358,46612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,2,1,24,SIMULTANEOUS,Blue,0,1,12870,1,0,1,0,2,1,0,3,2,0,1,3,0,0,437,4368,0,2,655,5179,0,0,1030,8439,0,2,967,10265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,2,5,26,SIMULTANEOUS,Green,1,0,80462,1,0,1,0,2,1,0,3,2,0,1,3,2,0,562,2620,2,1,406,3603,2,2,297,4414,2,3,343,4898,2,0,234,5491,2,1,1030,6099,2,0,312,7363,2,2,375,7955,2,3,452,8486,2,1,156,9999,2,0,140,10327,2,2,1560,10748,1,0,1124,15006,1,1,250,16379,1,2,327,16910,1,3,328,17471,1,0,297,17970,1,1,375,18485,,,,1,2,312,19328,1,3,265,19811,1,0,702,20373,1,1,1435,21449,1,0,234,23040,1,2,141,23430,1,3,374,23805,1,2,312,24413,1,1,234,24881,,1,0,1373,25318,3,0,858,31838,3,1,811,32962,3,2,359,34007,3,3,358,34522,3,0,1107,35146,3,1,437,36440,1,0,343,37704,1,1,390,38359,1,2,265,39623,1,3,343,40075,1,1,141,40605,1,0,141,40917,1,2,125,41323,2,0,265,42696,2,1,296,43133,2,3,202,43601,2,2,1061,44006,2,3,358,45348,2,1,1716,45909,2,3,374,47844,2,0,889,48639,2,2,1653,50246,2,3,219,52180,2,1,280,52633,2,0,530,53101,2,1,1029,53803,2,2,124,54973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,172,55378,2,0,359,58155,2,1,250,58732,1,0,796,59512,2,1,327,60776,1,2,78,61587,1,2,453,62616,1,3,561,63849,3,0,686,65378,3,1,219,66360,3,2,156,66750,3,3,187,67125,2,1,218,67827,2,0,952,68263,2,2,733,69855,2,3,219,70759,2,1,297,71149,2,0,468,71773,2,1,343,72881,1,2,343,74394,1,3,171,75424,1,2,93,76313,1,0,171,76937,2,0,811,77514,2,0,250,78840,2,1,281,79277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,2,7,32,SIMULTANEOUS,Red,2,1,53678,1,0,1,0,2,1,0,3,2,0,1,3,1,0,718,5756,1,2,359,6770,1,3,312,7425,1,1,328,8018,3,0,718,11824,3,2,437,12854,3,0,671,14242,3,3,343,15210,3,1,359,15771,3,0,249,16458,3,2,265,16910,3,3,249,17347,3,0,234,17877,3,1,281,18376,3,0,515,19780,1,2,515,21902,1,0,359,22697,0,0,484,27736,,,,0,2,780,29592,3,1,452,31059,3,0,358,31808,3,2,124,32354,3,3,234,32697,0,3,266,35239,0,1,156,35723,0,0,266,36097,0,2,359,36550,,3,1,281,41885,3,0,686,42353,3,3,187,43601,3,2,156,43960,3,0,187,45457,3,1,109,45816,3,3,140,46284,3,2,234,46658,1,0,312,50106,1,2,327,50621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,2,9,18,SIMULTANEOUS,Orange,3,0,17909,1,0,1,0,2,1,0,3,2,0,1,3,3,1,359,2325,3,0,202,4400,3,1,187,4868,3,2,390,5367,3,3,436,5991,3,2,94,6661,3,3,94,6973,3,0,78,7332,3,0,172,8034,3,1,187,8471,3,3,265,8908,3,2,312,9376,3,0,124,9969,3,1,297,10327,3,0,125,10842,3,1,312,11201,3,0,327,11794,3,2,609,12324,,,,3,3,328,13135,3,2,546,13681,3,2,1108,14383,3,3,312,15631,3,0,187,16193,3,1,328,16583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,0,3,24,SIMULTANEOUS,Red,3,0,14102,1,0,0,0,3,1,2,0,1,0,2,3,1,2,94,4882,1,0,93,5335,1,1,78,5771,1,2,93,6115,1,3,78,6411,1,2,94,6832,1,3,78,7207,1,2,109,7628,1,3,93,8065,1,2,125,8595,1,3,109,9016,1,1,93,12277,1,0,78,12620,1,2,62,12963,1,3,94,13197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,0,4,34,SIMULTANEOUS,Orange,0,1,20373,1,0,0,0,3,1,2,0,1,0,2,3,3,0,141,6255,3,2,172,6770,3,0,125,7160,3,1,156,7581,3,2,93,8190,3,3,140,8533,3,2,94,9110,3,3,125,9375,3,0,109,9703,3,1,234,10015,3,1,124,11544,3,3,811,11887,3,1,78,12916,3,3,78,13275,3,0,31,13634,3,2,109,13930,3,1,94,14835,3,3,203,15131,,,,3,0,78,15740,3,2,94,16005,3,0,328,18579,3,2,375,19109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,0,8,24,SIMULTANEOUS,Blue,2,0,21668,1,0,0,0,3,1,2,0,1,0,2,3,2,0,327,3027,2,1,202,3542,2,3,219,3931,2,2,624,4368,2,1,3214,5195,1,2,359,9017,1,0,218,9532,1,1,187,9875,1,3,312,10249,1,2,312,10764,1,3,1575,11248,1,2,515,12948,1,3,1294,13588,2,1,343,15413,2,3,390,16817,2,1,312,17425,2,2,328,17971,2,1,2215,18517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,0,11,8,SIMULTANEOUS,Green,1,0,51729,1,0,0,0,3,1,2,0,1,0,2,3,0,0,390,5507,0,1,249,6131,0,0,109,7488,0,1,156,8096,0,3,140,8502,0,2,406,8892,0,1,2278,9594,2,2,218,13307,2,3,187,13697,2,1,109,14087,2,0,141,14492,2,2,811,14929,1,0,281,16957,1,1,250,17425,1,3,171,17862,1,3,359,18236,1,2,406,18735,1,3,795,19547,,,,2,1,188,20685,2,0,172,21231,2,0,499,22370,0,0,312,23415,0,1,905,23883,2,2,156,25474,2,3,297,25833,2,2,437,26395,2,3,515,27019,,1,0,141,29998,1,1,125,30435,1,2,94,30903,1,3,156,31246,1,2,141,33617,1,3,109,34226,3,2,280,35599,3,3,2340,36113,0,1,1466,39015,3,3,187,41074,3,1,156,41417,3,0,124,41792,3,2,110,42150,3,0,4055,42572,3,3,156,47127,3,1,125,47470,3,0,327,47782,0,1,390,48640,0,3,125,49373,0,0,125,49872,0,1,687,50262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,1,0,28,SIMULTANEOUS,Orange,0,1,16568,1,1,0,1,3,1,2,0,1,0,2,3,3,0,499,3245,3,2,531,4165,0,0,437,6848,0,2,780,7472,3,1,436,9033,3,3,546,9688,3,1,93,11373,3,3,1264,11700,3,3,593,15148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
