matchId,roundId,groupId,clientId,payoff,gameType,role,playOrderPosition,action,actionTime,action-of-Subject-0,action-of-Subject-1,action-of-Subject-2,action-of-Subject-3,playOrder.0,playOrder.1,playOrder.2,playOrder.3,displayOrder.0,displayOrder.1,displayOrder.2,displayOrder.3,view.0.playerindex,view.0.actionindex,view.0.duration,view.0.startTime,view.1.playerindex,view.1.actionindex,view.1.duration,view.1.startTime,view.2.playerindex,view.2.actionindex,view.2.duration,view.2.startTime,view.3.playerindex,view.3.actionindex,view.3.duration,view.3.startTime,view.4.playerindex,view.4.actionindex,view.4.duration,view.4.startTime,view.5.playerindex,view.5.actionindex,view.5.duration,view.5.startTime,view.6.playerindex,view.6.actionindex,view.6.duration,view.6.startTime,view.7.playerindex,view.7.actionindex,view.7.duration,view.7.startTime,view.8.playerindex,view.8.actionindex,view.8.duration,view.8.startTime,view.9.playerindex,view.9.actionindex,view.9.duration,view.9.startTime,view.10.playerindex,view.10.actionindex,view.10.duration,view.10.startTime,view.11.playerindex,view.11.actionindex,view.11.duration,view.11.startTime,view.12.playerindex,view.12.actionindex,view.12.duration,view.12.startTime,view.13.playerindex,view.13.actionindex,view.13.duration,view.13.startTime,view.14.playerindex,view.14.actionindex,view.14.duration,view.14.startTime,view.15.playerindex,view.15.actionindex,view.15.duration,view.15.startTime,view.16.playerindex,view.16.actionindex,view.16.duration,view.16.startTime,view.17.playerindex,view.17.actionindex,view.17.duration,view.17.startTime,view.18.playerindex,view.18.actionindex,view.18.duration,view.18.startTime,view.19.playerindex,view.19.actionindex,view.19.duration,view.19.startTime,view.20.playerindex,view.20.actionindex,view.20.duration,view.20.startTime,view.21.playerindex,view.21.actionindex,view.21.duration,view.21.startTime,view.22.playerindex,view.22.actionindex,view.22.duration,view.22.startTime,view.23.playerindex,view.23.actionindex,view.23.duration,view.23.startTime,view.24.playerindex,view.24.actionindex,view.24.duration,view.24.startTime,view.25.playerindex,view.25.actionindex,view.25.duration,view.25.startTime,view.26.playerindex,view.26.actionindex,view.26.duration,view.26.startTime,view.27.playerindex,view.27.actionindex,view.27.duration,view.27.startTime,view.28.playerindex,view.28.actionindex,view.28.duration,view.28.startTime,view.29.playerindex,view.29.actionindex,view.29.duration,view.29.startTime,view.30.playerindex,view.30.actionindex,view.30.duration,view.30.startTime,view.31.playerindex,view.31.actionindex,view.31.duration,view.31.startTime,view.32.playerindex,view.32.actionindex,view.32.duration,view.32.startTime,view.33.playerindex,view.33.actionindex,view.33.duration,view.33.startTime,view.34.playerindex,view.34.actionindex,view.34.duration,view.34.startTime,view.35.playerindex,view.35.actionindex,view.35.duration,view.35.startTime,view.36.playerindex,view.36.actionindex,view.36.duration,view.36.startTime,view.37.playerindex,view.37.actionindex,view.37.duration,view.37.startTime,view.38.playerindex,view.38.actionindex,view.38.duration,view.38.startTime,view.39.playerindex,view.39.actionindex,view.39.duration,view.39.startTime,view.40.playerindex,view.40.actionindex,view.40.duration,view.40.startTime,view.41.playerindex,view.41.actionindex,view.41.duration,view.41.startTime,view.42.playerindex,view.42.actionindex,view.42.duration,view.42.startTime,view.43.playerindex,view.43.actionindex,view.43.duration,view.43.startTime,view.44.playerindex,view.44.actionindex,view.44.duration,view.44.startTime,view.45.playerindex,view.45.actionindex,view.45.duration,view.45.startTime,view.46.playerindex,view.46.actionindex,view.46.duration,view.46.startTime,view.47.playerindex,view.47.actionindex,view.47.duration,view.47.startTime,view.48.playerindex,view.48.actionindex,view.48.duration,view.48.startTime,view.49.playerindex,view.49.actionindex,view.49.duration,view.49.startTime,view.50.playerindex,view.50.actionindex,view.50.duration,view.50.startTime,view.51.playerindex,view.51.actionindex,view.51.duration,view.51.startTime,view.52.playerindex,view.52.actionindex,view.52.duration,view.52.startTime,view.53.playerindex,view.53.actionindex,view.53.duration,view.53.startTime,view.54.playerindex,view.54.actionindex,view.54.duration,view.54.startTime,view.55.playerindex,view.55.actionindex,view.55.duration,view.55.startTime,view.56.playerindex,view.56.actionindex,view.56.duration,view.56.startTime,view.57.playerindex,view.57.actionindex,view.57.duration,view.57.startTime,view.58.playerindex,view.58.actionindex,view.58.duration,view.58.startTime,view.59.playerindex,view.59.actionindex,view.59.duration,view.59.startTime,view.60.playerindex,view.60.actionindex,view.60.duration,view.60.startTime,view.61.playerindex,view.61.actionindex,view.61.duration,view.61.startTime,view.62.playerindex,view.62.actionindex,view.62.duration,view.62.startTime,view.63.playerindex,view.63.actionindex,view.63.duration,view.63.startTime,view.64.playerindex,view.64.actionindex,view.64.duration,view.64.startTime,view.65.playerindex,view.65.actionindex,view.65.duration,view.65.startTime,view.66.playerindex,view.66.actionindex,view.66.duration,view.66.startTime,view.67.playerindex,view.67.actionindex,view.67.duration,view.67.startTime,view.68.playerindex,view.68.actionindex,view.68.duration,view.68.startTime,view.69.playerindex,view.69.actionindex,view.69.duration,view.69.startTime,view.70.playerindex,view.70.actionindex,view.70.duration,view.70.startTime,view.71.playerindex,view.71.actionindex,view.71.duration,view.71.startTime,view.72.playerindex,view.72.actionindex,view.72.duration,view.72.startTime,view.73.playerindex,view.73.actionindex,view.73.duration,view.73.startTime,view.74.playerindex,view.74.actionindex,view.74.duration,view.74.startTime,view.75.playerindex,view.75.actionindex,view.75.duration,view.75.startTime,view.76.playerindex,view.76.actionindex,view.76.duration,view.76.startTime,view.77.playerindex,view.77.actionindex,view.77.duration,view.77.startTime,view.78.playerindex,view.78.actionindex,view.78.duration,view.78.startTime,view.79.playerindex,view.79.actionindex,view.79.duration,view.79.startTime,view.80.playerindex,view.80.actionindex,view.80.duration,view.80.startTime,view.81.playerindex,view.81.actionindex,view.81.duration,view.81.startTime,view.82.playerindex,view.82.actionindex,view.82.duration,view.82.startTime,view.83.playerindex,view.83.actionindex,view.83.duration,view.83.startTime,view.84.playerindex,view.84.actionindex,view.84.duration,view.84.startTime,view.85.playerindex,view.85.actionindex,view.85.duration,view.85.startTime,view.86.playerindex,view.86.actionindex,view.86.duration,view.86.startTime,view.87.playerindex,view.87.actionindex,view.87.duration,view.87.startTime,view.88.playerindex,view.88.actionindex,view.88.duration,view.88.startTime,view.89.playerindex,view.89.actionindex,view.89.duration,view.89.startTime,view.90.playerindex,view.90.actionindex,view.90.duration,view.90.startTime,view.91.playerindex,view.91.actionindex,view.91.duration,view.91.startTime,view.92.playerindex,view.92.actionindex,view.92.duration,view.92.startTime,view.93.playerindex,view.93.actionindex,view.93.duration,view.93.startTime,view.94.playerindex,view.94.actionindex,view.94.duration,view.94.startTime,view.95.playerindex,view.95.actionindex,view.95.duration,view.95.startTime,view.96.playerindex,view.96.actionindex,view.96.duration,view.96.startTime,view.97.playerindex,view.97.actionindex,view.97.duration,view.97.startTime,view.98.playerindex,view.98.actionindex,view.98.duration,view.98.startTime,view.99.playerindex,view.99.actionindex,view.99.duration,view.99.startTime,view.100.playerindex,view.100.actionindex,view.100.duration,view.100.startTime,view.101.playerindex,view.101.actionindex,view.101.duration,view.101.startTime,view.102.playerindex,view.102.actionindex,view.102.duration,view.102.startTime,view.103.playerindex,view.103.actionindex,view.103.duration,view.103.startTime,view.104.playerindex,view.104.actionindex,view.104.duration,view.104.startTime,view.105.playerindex,view.105.actionindex,view.105.duration,view.105.startTime,view.106.playerindex,view.106.actionindex,view.106.duration,view.106.startTime,view.107.playerindex,view.107.actionindex,view.107.duration,view.107.startTime,view.108.playerindex,view.108.actionindex,view.108.duration,view.108.startTime,view.109.playerindex,view.109.actionindex,view.109.duration,view.109.startTime,view.110.playerindex,view.110.actionindex,view.110.duration,view.110.startTime,view.111.playerindex,view.111.actionindex,view.111.duration,view.111.startTime,view.112.playerindex,view.112.actionindex,view.112.duration,view.112.startTime,questionRound.0.question.3.wrongAnswer.0,questionRound.0.question.3.wrongAnswer.1,questionRound.0.question.4.wrongAnswer.0,questionRound.0.question.4.wrongAnswer.1,questionRound.0.question.4.wrongAnswer.2,questionRound.0.question.4.wrongAnswer.3,questionRound.0.question.1.wrongAnswer.0,questionRound.0.question.1.wrongAnswer.1,questionRound.0.question.2.wrongAnswer.0,questionRound.0.question.2.wrongAnswer.1,questionRound.0.question.2.wrongAnswer.2,questionRound.0.question.2.wrongAnswer.3,questionRound.0.question.2.wrongAnswer.4,questionRound.0.question.2.wrongAnswer.5,questionRound.0.question.2.wrongAnswer.6,questionRound.0.question.2.wrongAnswer.7,questionRound.0.question.5.wrongAnswer.0,questionRound.0.question.5.wrongAnswer.1,questionRound.0.question.5.wrongAnswer.2,questionRound.0.question.5.wrongAnswer.3,questionRound.0.question.0.answer,questionRound.0.question.1.answer,questionRound.0.question.2.answer,questionRound.0.question.3.answer,questionRound.0.question.4.answer,questionRound.0.question.5.answer,questionRound.0.question.6.answer,questionRound.0.question.7.answer,questionRound.0.question.8.answer,questionRound.0.question.9.answer
4,0,2,11,24,SIMULTANEOUS,Blue,2,0,47329,1,1,0,1,3,1,2,0,1,0,2,3,2,0,281,4898,2,1,250,5584,2,2,265,6240,2,3,375,6879,2,1,93,7519,2,0,234,8065,2,1,125,8517,2,2,109,8876,2,3,281,9219,2,1,93,9937,2,0,156,10514,1,0,156,11575,1,1,109,12043,1,2,94,12401,1,3,203,12729,1,2,78,13353,1,3,94,13649,1,2,78,13993,2,1,125,14679,2,3,265,15022,2,1,406,15537,2,3,109,16255,1,2,609,17315,1,0,811,19718,2,0,312,21543,1,0,265,23789,1,1,187,24320,1,2,203,24865,1,3,328,25380,1,1,110,26113,1,0,110,26425,1,2,109,26769,1,3,593,27174,2,1,234,29343,2,3,437,29826,2,3,265,30653,2,1,78,31199,2,0,93,31527,2,1,3821,31839,2,3,109,36253,2,2,109,36612,2,1,93,37018,2,0,125,37361,2,2,109,37751,2,3,109,38094,2,1,94,38390,1,2,234,39732,1,3,156,40153,1,1,109,40543,1,0,203,40855,2,1,187,42509,2,3,172,43039,2,1,203,43507,2,3,202,43913,2,1,1154,44365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,0,1,20,SIMULTANEOUS,Orange,0,0,47236,1,0,0,0,3,1,0,2,2,3,0,1,1,0,218,2340,1,2,156,2808,1,1,171,3307,1,3,296,3744,1,0,265,4695,1,1,203,5444,3,0,250,8751,3,2,187,9266,3,1,156,9687,3,0,125,10108,3,2,171,10436,3,3,265,10795,3,2,188,11543,3,3,265,12043,2,0,218,16411,2,2,219,16894,2,3,219,17315,2,1,156,17768,2,0,140,18158,2,2,156,18532,2,3,187,18938,2,1,265,19593,2,2,297,20435,2,1,265,21013,2,0,234,21449,2,2,187,21902,2,3,234,22307,2,2,218,22963,0,0,203,25240,0,2,250,25692,0,1,171,26223,0,3,156,26613,0,0,156,26956,0,1,156,27393,0,2,141,27767,0,3,124,28064,0,0,94,28672,0,1,562,29124,2,0,171,32073,2,2,421,32510,2,2,562,34116,2,2,187,35474,2,3,452,35926,3,1,171,38204,3,3,1606,38703,3,1,187,40559,3,3,1341,41074,1,1,219,43320,1,3,265,43929,1,1,234,44443,1,0,203,45754,1,1,156,46253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,0,2,34,SIMULTANEOUS,Red,2,0,19094,1,0,0,0,3,1,0,2,2,3,0,1,2,0,234,4150,2,1,171,4509,2,2,234,4883,2,3,328,5304,2,2,140,5757,2,0,281,6053,2,1,296,6443,2,2,234,6895,2,3,265,7270,2,0,140,8393,2,0,156,8799,2,0,63,9282,2,1,156,9797,2,2,297,10171,0,1,187,11809,0,0,421,12199,0,0,281,12901,0,1,156,13369,0,2,172,13712,0,3,266,14024,0,0,203,14555,0,1,172,14882,0,0,156,15257,0,1,281,15647,2,0,156,17472,2,2,437,17768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,0,3,20,SIMULTANEOUS,Green,1,0,44335,1,0,0,0,3,1,0,2,2,3,0,1,2,0,468,9516,2,2,281,10218,2,3,218,10780,2,1,312,11294,2,1,1357,11934,2,2,2886,13541,3,1,468,18361,3,0,3073,19110,2,0,452,22698,2,1,1826,23493,0,2,312,26021,0,3,265,26567,0,1,172,27050,0,0,172,27580,0,1,1029,27955,2,0,936,29530,2,1,483,30966,2,1,312,31730,2,3,141,32338,2,2,1154,32947,3,1,343,34663,3,0,93,35443,3,1,1638,35973,3,0,499,37876,3,1,109,38578,3,2,156,38937,3,3,328,39358,3,1,171,39998,3,0,188,40403,3,1,141,40793,3,0,141,41152,3,2,281,42197,3,3,390,42634,3,0,202,43243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,0,9,30,SIMULTANEOUS,Blue,3,1,12464,1,0,0,0,3,1,0,2,2,3,0,1,0,0,281,2340,0,2,202,2777,0,3,202,3167,0,1,327,3588,0,0,483,4727,0,1,125,5444,0,3,203,5772,0,2,312,6240,0,3,109,6926,0,2,359,7410,0,3,172,7987,0,1,141,8439,0,0,312,8814,0,0,250,9999,0,1,234,10405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,1,0,38,SIMULTANEOUS,Blue,3,1,12323,1,0,0,1,3,1,0,2,2,3,0,1,0,0,218,3073,0,1,203,3603,0,3,266,4133,0,2,562,4648,0,0,390,5506,0,1,530,6224,0,0,156,8813,0,1,203,9219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,1,5,44,SIMULTANEOUS,Orange,0,0,36722,1,0,0,1,3,1,0,2,2,3,0,1,1,0,93,7114,1,1,94,7441,1,2,46,7785,1,3,94,8034,1,0,47,8455,1,1,109,8908,1,0,93,9251,1,3,109,9719,1,1,93,10031,1,2,94,10358,1,3,125,10608,1,0,109,10951,1,1,109,11248,1,2,93,11591,1,3,94,11856,1,0,78,12137,1,1,93,12371,1,2,78,12730,1,3,141,12979,1,0,78,13400,1,1,93,13666,1,2,109,13900,1,3,156,14118,1,0,94,15787,1,1,78,16037,1,2,110,16286,1,3,78,16520,3,0,281,17768,3,1,171,18455,3,2,109,18892,3,3,140,19219,3,0,187,19812,3,1,265,20186,3,2,265,20717,3,3,172,21169,3,0,530,21559,3,1,125,22339,3,2,93,22667,3,3,94,22885,3,0,109,23166,3,1,93,23400,3,2,94,23649,3,3,110,23883,3,0,78,24242,3,1,94,24523,3,2,93,24851,3,3,109,25163,3,0,62,25584,3,1,109,25927,3,2,109,26255,3,3,125,26551,3,0,109,26910,3,1,109,27409,3,0,93,28080,3,1,78,28485,3,3,93,28782,3,2,109,29094,3,0,94,29624,3,1,141,30045,3,0,140,31044,3,1,93,31543,1,0,109,32541,1,1,78,32838,1,2,94,33134,1,3,125,33352,1,2,109,33711,1,3,78,34554,1,0,78,35006,1,1,94,35240,1,2,93,35490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,1,8,34,SIMULTANEOUS,Red,2,1,18875,1,0,0,1,3,1,0,2,2,3,0,1,2,0,140,4118,2,2,280,4602,2,3,172,5038,2,1,999,5350,2,3,125,6364,2,2,109,6739,2,0,125,6957,0,3,109,9250,0,2,312,9562,0,0,93,10015,0,1,140,10545,0,0,140,11091,0,2,141,11512,0,2,78,11777,3,0,125,15365,3,2,125,15708,3,3,125,16020,3,0,172,16379,3,1,297,16800,3,3,280,17300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,1,10,20,SIMULTANEOUS,Green,1,0,53912,1,0,0,1,3,1,0,2,2,3,0,1,3,0,250,5834,3,1,390,6489,3,2,374,7207,3,3,577,7878,3,2,140,8798,3,3,234,9172,3,0,125,9827,3,1,156,10264,2,0,1623,14663,2,1,515,16847,2,2,531,17736,2,3,421,18657,2,2,249,19281,2,0,141,19811,2,1,187,20201,2,2,156,20654,2,3,359,21028,2,2,94,21574,2,0,62,21886,2,1,93,22120,3,0,94,23196,3,1,171,23524,3,2,93,23992,3,3,328,24335,3,0,109,24975,3,0,109,25287,3,1,124,25677,3,2,78,26145,3,3,125,26363,2,0,328,33835,2,1,2246,34849,3,0,109,37470,3,2,718,37813,3,0,156,38749,3,2,562,39529,3,1,280,40403,3,3,499,41073,3,1,125,41900,3,0,93,42306,3,2,94,42633,3,1,94,43132,3,3,109,43413,2,0,110,44692,2,1,202,45114,2,2,327,45894,2,3,406,46502,2,0,94,47157,2,1,109,47438,2,2,124,47797,2,3,515,48124,3,0,140,49419,2,1,93,50527,3,0,93,51541,3,2,343,51884,3,0,109,52430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,2,4,22,SIMULTANEOUS,Orange,0,0,38874,1,1,0,1,3,1,0,2,2,3,0,1,1,0,609,3057,1,2,422,3946,1,1,421,4742,1,3,1123,5475,3,2,468,11075,3,3,578,12011,3,1,515,12947,3,0,1638,14024,2,0,1107,19983,2,0,312,22760,2,2,358,23384,2,1,328,24179,2,3,624,24990,2,2,249,26223,2,1,358,30326,2,0,343,30965,3,0,483,32806,3,2,640,33773,1,0,468,36331,1,2,686,37096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,2,6,34,SIMULTANEOUS,Red,2,1,70292,1,1,0,1,3,1,0,2,2,3,0,1,0,0,125,7644,0,2,156,8205,0,3,109,8720,0,1,124,9048,0,0,109,9531,0,2,110,9874,0,3,94,10233,0,1,110,10576,0,0,203,11013,0,1,78,11481,0,2,78,11778,0,3,78,12058,0,1,94,12339,0,0,94,12932,0,0,312,21184,0,2,93,21715,0,3,78,22011,0,1,78,22245,0,0,421,22573,2,0,124,25615,2,2,125,26192,2,3,94,26613,2,1,109,26956,2,0,110,27533,2,2,374,28267,2,0,374,30310,2,0,140,40793,2,2,78,41136,2,1,94,41557,2,0,125,42103,2,2,109,42525,3,0,172,43507,3,2,109,44007,3,3,109,44397,3,0,109,46191,3,2,109,46503,3,3,78,46830,3,1,110,47095,3,0,156,47610,3,2,109,48047,3,3,93,48375,3,1,94,48749,3,0,109,49217,3,2,94,49591,3,3,140,49997,3,1,110,50371,3,0,94,50761,3,2,109,51042,3,3,78,51463,3,1,93,51947,3,0,110,52274,3,0,2044,52664,3,2,110,54926,3,3,94,55254,3,1,125,55566,3,0,3728,55972,1,0,94,60246,1,2,109,60652,1,3,94,61010,1,1,93,61338,1,0,94,61743,1,2,140,62087,1,2,640,62601,0,1,109,63818,0,3,110,64161,0,2,94,64520,0,0,109,64910,0,1,78,65222,0,3,78,65550,0,2,109,65909,0,1,531,66236,2,0,156,67391,2,2,124,67781,2,3,109,68186,2,1,109,68514,2,0,93,68873,2,2,94,69169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,2,7,36,SIMULTANEOUS,Green,1,1,20155,1,1,0,1,3,1,0,2,2,3,0,1,3,0,499,3728,3,2,468,4555,3,1,499,5413,3,3,437,6224,1,0,515,8782,1,2,1108,9609,0,1,593,12105,0,3,640,13041,2,0,593,14913,2,2,1030,15833,3,1,468,17737,3,3,874,18501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,2,11,38,SIMULTANEOUS,Blue,3,1,25084,1,1,0,1,3,1,0,2,2,3,0,1,0,0,281,2324,0,1,250,2948,0,2,328,3681,0,3,484,4321,0,1,156,5179,0,0,296,5694,0,2,250,6333,0,3,156,6926,0,2,125,7332,0,3,187,7722,0,0,94,8252,0,1,249,8580,0,0,234,9032,1,0,125,13587,1,1,93,14040,1,2,94,14648,1,3,312,15085,1,2,78,15646,1,1,78,15990,1,0,78,16255,0,1,94,17066,0,0,125,17409,0,2,78,17799,0,3,78,18142,0,1,78,18548,0,0,249,18907,0,0,172,20638,0,1,140,21044,0,2,78,21559,0,3,110,21995,0,2,94,22354,0,0,94,22713,0,1,375,23243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
