6 

Interval 	 Length 		 Estimate 		 Deviation 		 Percent off 	 Correct Tasks 		 Incorrect Tasks 		 Percent 	 You earn 	 number 

2m31s 		 151.00000 		 186.83784 		 35.83784 		 0.24 				 15 					 2 					 0.88 			 $0 		 1 

1m56s 		 116.00000 		 153.94525 		 37.94525 		 0.33 				 13 					 0 					 1.00 			 $0 		 2

0m31s 		 31.00000 		 44.52229 		 13.52229 		 0.44 				 4 					 0 					 1.00 			 $0 		 3 

0m53s 		 53.00000 		 78.19657 		 25.19657 		 0.48 				 5 					 0 					 1.00 			 $0 		 4 

3m16s 		 196.00000 		 258.24315 		 62.24315 		 0.32 				 17 					 2 					 0.89 			 $0 		 5 

1m29s 		 89.00000 		 113.31493 		 24.31493 		 0.27 				 9 					 0 					 1.00 			 $0 		 6 

0m41s 		 41.00000 		 62.95684 		 21.95684 		 0.54 				 4 					 0 					 1.00 			 $0 		 7 

1m09s 		 69.00000 		 95.40495 		 26.40495 		 0.38 				 6 					 2 					 0.75 			 $0 		 8 

0m24s 		 24.00000 		 28.38537 		 4.38537 		 0.18 				 3 					 0 					 1.00 			 $5 		 9 

3m39s 		 219.00000 		 238.38439 		 19.38439 		 0.09 				 19 					 3 					 0.86 			 $10 		 10 

