9 

Interval 	 Length 		 Estimate 		 Deviation 		 Percent off 	 Correct Tasks 		 Incorrect Tasks 		 Percent 	 You earn 	 number 

2m31s 		 151.00000 		 113.79285 		 37.20715 		 0.25 				 9 					 1 					 0.90 			 $0 		 1 

1m56s 		 116.00000 		 50.43205 		 65.56795 		 0.57 				 3 					 1 					 0.75 			 $0 		 2

0m31s 		 31.00000 		 43.51824 		 12.51824 		 0.40 				 4 					 0 					 1.00 			 $0 		 3 

0m53s 		 53.00000 		 42.61073 		 10.38927 		 0.20 				 1 					 5 					 0.17 			 $0 		 4 

3m16s 		 196.00000 		 141.58155 		 54.41845 		 0.28 				 13 					 0 					 1.00 			 $0 		 5 

1m29s 		 89.00000 		 53.83707 		 35.16293 		 0.40 				 5 					 0 					 1.00 			 $0 		 6 

0m41s 		 41.00000 		 35.83844 		 5.16156 		 0.13 				 3 					 0 					 1.00 			 $5 		 7 

1m09s 		 69.00000 		 61.41877 		 7.58123 		 0.11 				 6 					 0 					 1.00 			 $5 		 8 

0m24s 		 24.00000 		 33.14112 		 9.14112 		 0.38 				 3 					 1 					 0.75 			 $0 		 9 

3m39s 		 219.00000 		 118.50661 		 100.49339 		 0.46 				 9 					 1 					 0.90 			 $0 		 10 

