6 

Interval 	 Length 		 Estimate 		 Deviation 		 Percent off 	 Correct Tasks 		 Incorrect Tasks 		 Percent 	 You earn 	 number 

2m31s 		 151.00000 		 89.73750 		 61.26250 		 0.41 				 9 					 0 					 1.00 			 $0 		 1 

1m56s 		 116.00000 		 65.59577 		 50.40423 		 0.43 				 6 					 1 					 0.86 			 $0 		 2

0m31s 		 31.00000 		 28.70603 		 2.29397 		 0.07 				 3 					 0 					 1.00 			 $10 		 3 

0m53s 		 53.00000 		 49.72634 		 3.27366 		 0.06 				 5 					 0 					 1.00 			 $10 		 4 

3m16s 		 196.00000 		 104.60607 		 91.39393 		 0.47 				 10 					 1 					 0.91 			 $0 		 5 

1m29s 		 89.00000 		 78.17216 		 10.82784 		 0.12 				 8 					 0 					 1.00 			 $5 		 6 

0m41s 		 41.00000 		 43.03257 		 2.03257 		 0.05 				 3 					 2 					 0.60 			 $0 		 7 

1m09s 		 69.00000 		 49.14794 		 19.85206 		 0.29 				 5 					 0 					 1.00 			 $0 		 8 

0m24s 		 24.00000 		 14.01998 		 9.98002 		 0.42 				 2 					 0 					 1.00 			 $0 		 9 

3m39s 		 219.00000 		 128.55666 		 90.44334 		 0.41 				 12 					 0 					 1.00 			 $0 		 10 

