6 

Interval 	 Length 		 Estimate 		 Deviation 		 Percent off 	 Correct Tasks 		 Incorrect Tasks 		 Percent 	 You earn 	 number 

2m31s 		 151.00000 		 43.95387 		 107.04613 		 0.71 				 4 					 0 					 1.00 			 $0 		 1 

1m56s 		 116.00000 		 35.02993 		 80.97007 		 0.70 				 3 					 0 					 1.00 			 $0 		 2

0m31s 		 31.00000 		 13.10169 		 17.89831 		 0.58 				 0 					 2 					 0.00 			 $0 		 3 

0m53s 		 53.00000 		 28.76221 		 24.23779 		 0.46 				 1 					 2 					 0.33 			 $0 		 4 

3m16s 		 196.00000 		 82.01502 		 113.98498 		 0.58 				 7 					 0 					 1.00 			 $0 		 5 

1m29s 		 89.00000 		 38.79311 		 50.20689 		 0.56 				 3 					 0 					 1.00 			 $0 		 6 

0m41s 		 41.00000 		 21.43121 		 19.56879 		 0.48 				 1 					 1 					 0.50 			 $0 		 7 

1m09s 		 69.00000 		 36.87413 		 32.12587 		 0.47 				 3 					 0 					 1.00 			 $0 		 8 

0m24s 		 24.00000 		 11.42544 		 12.57456 		 0.52 				 1 					 0 					 1.00 			 $0 		 9 

3m39s 		 219.00000 		 106.26273 		 112.73727 		 0.51 				 8 					 0 					 1.00 			 $0 		 10 

