7 

Interval 	 Length 		 Estimate 		 Deviation 		 Percent off 	 Correct Tasks 		 Incorrect Tasks 		 Percent 	 You earn 	 number 

2m31s 		 151.00000 		 173.24818 		 22.24818 		 0.15 				 13 					 2 					 0.87 			 $5 		 1 

1m56s 		 116.00000 		 222.92514 		 106.92514 		 0.92 				 15 					 2 					 0.88 			 $0 		 2

0m31s 		 31.00000 		 52.99293 		 21.99293 		 0.71 				 4 					 1 					 0.80 			 $0 		 3 

0m53s 		 53.00000 		 87.60866 		 34.60866 		 0.65 				 5 					 0 					 1.00 			 $0 		 4 

3m16s 		 196.00000 		 263.56123 		 67.56123 		 0.34 				 18 					 0 					 1.00 			 $0 		 5 

1m29s 		 89.00000 		 139.90825 		 50.90825 		 0.57 				 9 					 0 					 1.00 			 $0 		 6 

0m41s 		 41.00000 		 62.53320 		 21.53320 		 0.53 				 4 					 0 					 1.00 			 $0 		 7 

1m09s 		 69.00000 		 95.22311 		 26.22311 		 0.38 				 7 					 0 					 1.00 			 $0 		 8 

0m24s 		 24.00000 		 34.14149 		 10.14149 		 0.42 				 3 					 0 					 1.00 			 $0 		 9 

3m39s 		 219.00000 		 248.86373 		 29.86373 		 0.14 				 19 					 0 					 1.00 			 $5 		 10 

