4 

Interval 	 Length 		 Estimate 		 Deviation 		 Percent off 	 Correct Tasks 		 Incorrect Tasks 		 Percent 	 You earn 	 number 

2m31s 		 151.00000 		 136.11051 		 14.88949 		 0.10 				 7 					 6 					 0.54 			 $0 		 1 

1m56s 		 116.00000 		 156.81563 		 40.81563 		 0.35 				 11 					 3 					 0.79 			 $0 		 2

0m31s 		 31.00000 		 25.40138 		 5.59862 		 0.18 				 2 					 0 					 1.00 			 $5 		 3 

0m53s 		 53.00000 		 55.60059 		 2.60059 		 0.05 				 4 					 2 					 0.67 			 $0 		 4 

3m16s 		 196.00000 		 177.36174 		 18.63826 		 0.10 				 13 					 4 					 0.76 			 $0 		 5 

1m29s 		 89.00000 		 78.49126 		 10.50874 		 0.12 				 5 					 2 					 0.71 			 $0 		 6 

0m41s 		 41.00000 		 31.70794 		 9.29206 		 0.23 				 3 					 0 					 1.00 			 $0 		 7 

1m09s 		 69.00000 		 59.28946 		 9.71054 		 0.14 				 5 					 0 					 1.00 			 $5 		 8 

0m24s 		 24.00000 		 19.62850 		 4.37150 		 0.18 				 2 					 0 					 1.00 			 $5 		 9 

3m39s 		 219.00000 		 203.74634 		 15.25366 		 0.07 				 14 					 1 					 0.93 			 $10 		 10 

