Session,matchId,roundId,groupId,clientId,payoff,gameType,role,playOrderPosition,action,actionTime,action-of-Subject-0,action-of-Subject-1,action-of-Subject-2,playOrder.0,playOrder.1,playOrder.2,displayOrder.0,displayOrder.1,displayOrder.2,view.0.playerindex,view.0.actionindex,view.0.duration,view.0.startTime,view.1.playerindex,view.1.actionindex,view.1.duration,view.1.startTime,view.2.playerindex,view.2.actionindex,view.2.duration,view.2.startTime,view.3.playerindex,view.3.actionindex,view.3.duration,view.3.startTime,view.4.playerindex,view.4.actionindex,view.4.duration,view.4.startTime,view.5.playerindex,view.5.actionindex,view.5.duration,view.5.startTime,view.6.playerindex,view.6.actionindex,view.6.duration,view.6.startTime,view.7.playerindex,view.7.actionindex,view.7.duration,view.7.startTime,view.8.playerindex,view.8.actionindex,view.8.duration,view.8.startTime,view.9.playerindex,view.9.actionindex,view.9.duration,view.9.startTime,view.10.playerindex,view.10.actionindex,view.10.duration,view.10.startTime,view.11.playerindex,view.11.actionindex,view.11.duration,view.11.startTime,view.12.playerindex,view.12.actionindex,view.12.duration,view.12.startTime,view.13.playerindex,view.13.actionindex,view.13.duration,view.13.startTime,view.14.playerindex,view.14.actionindex,view.14.duration,view.14.startTime,view.15.playerindex,view.15.actionindex,view.15.duration,view.15.startTime,view.16.playerindex,view.16.actionindex,view.16.duration,view.16.startTime,view.17.playerindex,view.17.actionindex,view.17.duration,view.17.startTime,view.18.playerindex,view.18.actionindex,view.18.duration,view.18.startTime,view.19.playerindex,view.19.actionindex,view.19.duration,view.19.startTime,view.20.playerindex,view.20.actionindex,view.20.duration,view.20.startTime,view.21.playerindex,view.21.actionindex,view.21.duration,view.21.startTime,view.22.playerindex,view.22.actionindex,view.22.duration,view.22.startTime,view.23.playerindex,view.23.actionindex,view.23.duration,view.23.startTime,view.24.playerindex,view.24.actionindex,view.24.duration,view.24.startTime,view.25.playerindex,view.25.actionindex,view.25.duration,view.25.startTime,view.26.playerindex,view.26.actionindex,view.26.duration,view.26.startTime,questionRound.0.question.0.wrongAnswer.0,view.27.playerindex,view.27.actionindex,view.27.duration,view.27.startTime,view.28.playerindex,view.28.actionindex,view.28.duration,view.28.startTime,view.29.playerindex,view.29.actionindex,view.29.duration,view.29.startTime,view.30.playerindex,view.30.actionindex,view.30.duration,view.30.startTime,view.31.playerindex,view.31.actionindex,view.31.duration,view.31.startTime,view.32.playerindex,view.32.actionindex,view.32.duration,view.32.startTime,view.33.playerindex,view.33.actionindex,view.33.duration,view.33.startTime,view.34.playerindex,view.34.actionindex,view.34.duration,view.34.startTime,view.35.playerindex,view.35.actionindex,view.35.duration,view.35.startTime,view.36.playerindex,view.36.actionindex,view.36.duration,view.36.startTime,view.37.playerindex,view.37.actionindex,view.37.duration,view.37.startTime,view.38.playerindex,view.38.actionindex,view.38.duration,view.38.startTime,view.39.playerindex,view.39.actionindex,view.39.duration,view.39.startTime,view.40.playerindex,view.40.actionindex,view.40.duration,view.40.startTime,view.41.playerindex,view.41.actionindex,view.41.duration,view.41.startTime,view.42.playerindex,view.42.actionindex,view.42.duration,view.42.startTime,view.43.playerindex,view.43.actionindex,view.43.duration,view.43.startTime,view.44.playerindex,view.44.actionindex,view.44.duration,view.44.startTime,view.45.playerindex,view.45.actionindex,view.45.duration,view.45.startTime,view.46.playerindex,view.46.actionindex,view.46.duration,view.46.startTime,view.47.playerindex,view.47.actionindex,view.47.duration,view.47.startTime,view.48.playerindex,view.48.actionindex,view.48.duration,view.48.startTime,view.49.playerindex,view.49.actionindex,view.49.duration,view.49.startTime,view.50.playerindex,view.50.actionindex,view.50.duration,view.50.startTime,view.51.playerindex,view.51.actionindex,view.51.duration,view.51.startTime,view.52.playerindex,view.52.actionindex,view.52.duration,view.52.startTime,view.53.playerindex,view.53.actionindex,view.53.duration,view.53.startTime,view.54.playerindex,view.54.actionindex,view.54.duration,view.54.startTime,view.55.playerindex,view.55.actionindex,view.55.duration,view.55.startTime,view.56.playerindex,view.56.actionindex,view.56.duration,view.56.startTime,view.57.playerindex,view.57.actionindex,view.57.duration,view.57.startTime,view.58.playerindex,view.58.actionindex,view.58.duration,view.58.startTime,view.59.playerindex,view.59.actionindex,view.59.duration,view.59.startTime,view.60.playerindex,view.60.actionindex,view.60.duration,view.60.startTime,view.61.playerindex,view.61.actionindex,view.61.duration,view.61.startTime,view.62.playerindex,view.62.actionindex,view.62.duration,view.62.startTime,view.63.playerindex,view.63.actionindex,view.63.duration,view.63.startTime,view.64.playerindex,view.64.actionindex,view.64.duration,view.64.startTime,view.65.playerindex,view.65.actionindex,view.65.duration,view.65.startTime,view.66.playerindex,view.66.actionindex,view.66.duration,view.66.startTime,view.67.playerindex,view.67.actionindex,view.67.duration,view.67.startTime,view.68.playerindex,view.68.actionindex,view.68.duration,view.68.startTime,view.69.playerindex,view.69.actionindex,view.69.duration,view.69.startTime,view.70.playerindex,view.70.actionindex,view.70.duration,view.70.startTime,view.71.playerindex,view.71.actionindex,view.71.duration,view.71.startTime,view.72.playerindex,view.72.actionindex,view.72.duration,view.72.startTime,view.73.playerindex,view.73.actionindex,view.73.duration,view.73.startTime,view.74.playerindex,view.74.actionindex,view.74.duration,view.74.startTime,view.75.playerindex,view.75.actionindex,view.75.duration,view.75.startTime,view.76.playerindex,view.76.actionindex,view.76.duration,view.76.startTime,view.77.playerindex,view.77.actionindex,view.77.duration,view.77.startTime,view.78.playerindex,view.78.actionindex,view.78.duration,view.78.startTime,view.79.playerindex,view.79.actionindex,view.79.duration,view.79.startTime,view.80.playerindex,view.80.actionindex,view.80.duration,view.80.startTime,view.81.playerindex,view.81.actionindex,view.81.duration,view.81.startTime,view.82.playerindex,view.82.actionindex,view.82.duration,view.82.startTime,view.83.playerindex,view.83.actionindex,view.83.duration,view.83.startTime,view.84.playerindex,view.84.actionindex,view.84.duration,view.84.startTime,view.85.playerindex,view.85.actionindex,view.85.duration,view.85.startTime,view.86.playerindex,view.86.actionindex,view.86.duration,view.86.startTime,view.87.playerindex,view.87.actionindex,view.87.duration,view.87.startTime,view.88.playerindex,view.88.actionindex,view.88.duration,view.88.startTime,view.89.playerindex,view.89.actionindex,view.89.duration,view.89.startTime,view.90.playerindex,view.90.actionindex,view.90.duration,view.90.startTime,view.91.playerindex,view.91.actionindex,view.91.duration,view.91.startTime,view.92.playerindex,view.92.actionindex,view.92.duration,view.92.startTime,view.93.playerindex,view.93.actionindex,view.93.duration,view.93.startTime,questionRound.0.question.2.wrongAnswer.0,questionRound.0.question.2.wrongAnswer.1,questionRound.0.question.3.wrongAnswer.0,questionRound.0.question.3.wrongAnswer.1,questionRound.0.question.4.wrongAnswer.0,questionRound.0.question.4.wrongAnswer.1,questionRound.0.question.4.wrongAnswer.2,questionRound.0.question.5.wrongAnswer.0,questionRound.0.question.5.wrongAnswer.1,questionRound.0.question.5.wrongAnswer.2,questionRound.0.question.5.wrongAnswer.3,action-of-Subject-3,playOrder.3,displayOrder.3,view.94.playerindex,view.94.actionindex,view.94.duration,view.94.startTime,view.95.playerindex,view.95.actionindex,view.95.duration,view.95.startTime,view.96.playerindex,view.96.actionindex,view.96.duration,view.96.startTime,view.97.playerindex,view.97.actionindex,view.97.duration,view.97.startTime,view.98.playerindex,view.98.actionindex,view.98.duration,view.98.startTime,view.99.playerindex,view.99.actionindex,view.99.duration,view.99.startTime,view.100.playerindex,view.100.actionindex,view.100.duration,view.100.startTime,view.101.playerindex,view.101.actionindex,view.101.duration,view.101.startTime,view.102.playerindex,view.102.actionindex,view.102.duration,view.102.startTime,view.103.playerindex,view.103.actionindex,view.103.duration,view.103.startTime,view.104.playerindex,view.104.actionindex,view.104.duration,view.104.startTime,view.105.playerindex,view.105.actionindex,view.105.duration,view.105.startTime,view.106.playerindex,view.106.actionindex,view.106.duration,view.106.startTime,view.107.playerindex,view.107.actionindex,view.107.duration,view.107.startTime,view.108.playerindex,view.108.actionindex,view.108.duration,view.108.startTime,view.109.playerindex,view.109.actionindex,view.109.duration,view.109.startTime,view.110.playerindex,view.110.actionindex,view.110.duration,view.110.startTime,view.111.playerindex,view.111.actionindex,view.111.duration,view.111.startTime,view.112.playerindex,view.112.actionindex,view.112.duration,view.112.startTime,view.113.playerindex,view.113.actionindex,view.113.duration,view.113.startTime,view.114.playerindex,view.114.actionindex,view.114.duration,view.114.startTime,view.115.playerindex,view.115.actionindex,view.115.duration,view.115.startTime,view.116.playerindex,view.116.actionindex,view.116.duration,view.116.startTime,view.117.playerindex,view.117.actionindex,view.117.duration,view.117.startTime,view.118.playerindex,view.118.actionindex,view.118.duration,view.118.startTime,view.119.playerindex,view.119.actionindex,view.119.duration,view.119.startTime,view.120.playerindex,view.120.actionindex,view.120.duration,view.120.startTime,view.121.playerindex,view.121.actionindex,view.121.duration,view.121.startTime,view.122.playerindex,view.122.actionindex,view.122.duration,view.122.startTime,view.123.playerindex,view.123.actionindex,view.123.duration,view.123.startTime,view.124.playerindex,view.124.actionindex,view.124.duration,view.124.startTime,view.125.playerindex,view.125.actionindex,view.125.duration,view.125.startTime,questionRound.0.question.0.answer,questionRound.0.question.1.answer,questionRound.0.question.2.answer,questionRound.0.question.3.answer,questionRound.0.question.4.answer,questionRound.0.question.5.answer,questionRound.0.question.6.answer,questionRound.0.question.7.answer,questionRound.0.question.8.answer,questionRound.0.question.9.answer
4,5,0,0,11,32,SEQUENTIAL,Orange,3,0,24383,0,1,0,1,0,2,1,0,2,3,1,156,20327,3,3,125,20873,3,2,93,21638,3,0,140,22137,3,1,94,22620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,0,1,2,20,SEQUENTIAL,Orange,3,1,66332,1,1,1,1,0,2,1,0,2,3,1,1061,7161,3,3,998,8534,3,1,812,9828,3,0,328,10889,3,2,328,11404,3,3,187,11966,3,1,250,12418,2,2,296,15070,2,0,1404,15569,2,1,297,17316,2,3,343,17831,2,2,281,18408,2,0,343,18908,2,1,390,19438,2,2,219,20124,2,3,265,20561,2,0,3292,21341,2,2,796,25662,1,2,422,29484,1,3,3073,30155,1,1,312,33525,1,0,328,34086,1,2,266,34710,1,3,234,35319,1,1,219,35849,3,0,312,36863,3,1,421,37378,,3,0,1560,38096,1,1,421,43868,1,3,4711,45272,2,2,296,50623,2,3,436,51091,2,2,531,51839,2,3,2449,52651,2,2,874,55209,2,3,655,56317,3,2,3058,58001,3,2,312,61652,3,3,561,62089,3,1,265,62884,3,0,296,63321,3,1,218,63805,3,3,390,64257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,0,1,3,24,SEQUENTIAL,Blue,2,1,26894,1,1,1,1,0,2,1,0,2,0,2,140,16536,0,2,983,17440,0,3,344,18688,0,2,639,19297,0,3,312,20124,0,2,156,20935,1,2,2278,21543,1,2,421,24414,1,3,499,25022,1,3,156,26067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,0,1,7,30,SEQUENTIAL,Red,1,1,37706,1,1,1,1,0,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,0,1,9,10,SEQUENTIAL,Green,0,1,75800,1,1,1,1,0,2,1,0,2,3,0,78,10062,3,1,140,10592,3,2,141,11169,3,3,140,11622,0,2,140,18548,0,3,218,18938,0,0,109,20779,0,1,94,21106,0,2,140,21512,0,3,172,21933,3,1,5024,24460,3,3,110,29842,3,2,125,30248,3,0,109,30591,3,1,4602,30903,2,0,171,36738,2,2,234,37174,2,0,219,37689,2,0,140,38017,2,0,1466,39858,1,0,172,42026,1,0,280,43056,1,2,1528,43602,1,0,156,47205,1,2,1216,47580,1,0,749,49077,1,2,452,50076,,1,0,140,50809,0,0,499,53071,0,2,1248,54022,0,0,156,55536,0,2,280,56004,0,1,125,56721,0,3,172,57142,0,2,5788,57938,3,1,218,64818,0,0,140,67142,0,2,125,67610,1,0,374,70184,1,2,2386,70824,1,0,109,73491,0,2,109,74162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,0,2,0,18,SEQUENTIAL,Green,0,0,129184,0,1,0,1,0,2,1,0,2,0,0,327,4462,0,1,203,4898,0,3,297,5257,0,2,359,5647,0,3,249,6365,0,2,124,6802,0,0,109,7051,0,1,140,7254,0,3,141,7550,0,2,110,7862,0,1,140,8159,0,1,6505,8752,0,0,156,15382,0,0,94,16255,0,1,125,16520,0,3,171,16973,0,2,187,17441,0,1,171,17800,0,1,5367,18361,1,2,484,25459,1,3,328,26099,1,2,218,26614,1,2,390,27565,1,0,515,28111,1,2,249,28798,1,0,140,29157,1,2,281,29453,,1,3,780,29905,1,1,484,30857,1,3,795,31450,1,1,125,32386,1,3,359,32729,1,3,63,33181,1,3,171,33369,1,1,141,33774,1,3,983,34133,2,2,577,35397,2,0,171,36723,2,2,484,37284,2,3,374,37877,2,1,296,38361,2,3,1529,38844,3,2,297,40638,3,3,156,41122,3,3,468,41902,3,1,499,42479,3,3,203,43181,3,2,249,43665,3,3,1997,44148,3,1,1451,46332,3,3,1888,48079,3,1,171,50139,3,2,421,50544,3,0,1919,51121,3,2,218,53243,3,3,234,53633,3,1,375,54007,3,3,109,54538,3,2,406,54756,3,0,405,55287,3,1,156,55864,3,3,218,56223,0,2,280,58797,0,3,562,59514,0,1,203,60216,0,0,156,60591,0,1,4633,60856,0,2,203,65754,0,3,203,66082,0,0,437,66425,0,3,109,67252,0,2,3650,67455,1,0,328,71557,1,1,281,71994,1,0,827,72415,1,2,390,73461,1,0,156,73960,1,2,187,74350,1,0,1092,74755,1,1,171,75988,1,3,234,76315,1,1,172,76674,1,0,765,77017,2,0,140,79685,2,2,327,80091,2,0,219,80527,2,2,172,80917,2,0,936,81214,2,1,141,82321,2,3,187,82649,2,1,93,82977,2,0,281,83226,3,0,1576,84443,3,2,889,86206,,,,,,,,,,,,0,3,3,3,1,187,87282,3,3,359,87672,3,1,218,88109,3,3,687,88530,3,1,281,89310,3,3,109,89763,3,0,281,90043,3,2,296,90543,3,0,6365,90964,0,1,156,97843,0,0,125,98233,0,3,109,98608,0,2,109,98982,3,0,141,99996,3,2,109,100293,3,1,109,100542,3,3,734,100807,3,1,109,101650,3,3,203,101946,3,0,390,108545,3,2,592,109185,3,0,2746,109902,3,0,218,113709,3,2,156,114114,3,0,327,114364,2,0,593,116236,2,2,358,117063,2,0,921,117546,1,0,312,119231,1,2,187,119730,1,0,422,120073,0,0,3947,124535,,,,,,,,,,
4,5,0,2,1,25,SEQUENTIAL,Red,1,1,31668,0,1,0,1,0,2,1,0,2,0,2,1825,6786,0,3,609,8876,3,1,327,11622,3,3,375,12152,3,1,375,13010,3,0,3339,14289,2,0,702,18080,2,2,437,19016,2,0,5709,19734,1,0,812,28563,1,2,483,29562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,0,2,8,32,SEQUENTIAL,Orange,3,0,10437,0,1,0,1,0,2,1,0,2,3,1,109,7426,3,3,109,7863,3,1,124,8581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,0,2,10,28,SEQUENTIAL,Blue,2,0,28486,0,1,0,1,0,2,1,0,2,3,1,171,10624,3,3,437,10998,3,1,1357,11669,2,0,249,13713,2,2,422,14149,2,0,593,14820,1,0,312,16552,1,2,1279,17020,3,1,218,23463,3,3,1280,23899,3,1,733,25444,2,0,203,26801,2,2,515,27238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,0,0,2,12,SEQUENTIAL,Red,2,1,53899,0,1,1,1,2,0,1,2,0,0,2,312,2153,0,3,390,2652,0,0,219,3323,0,1,359,3729,0,2,218,4478,0,3,468,4868,0,1,281,7067,0,3,530,7551,1,2,1654,11591,1,0,327,13479,1,1,249,14259,1,3,312,14664,1,2,219,15132,1,0,187,15569,1,1,280,15944,1,3,218,16443,1,2,780,16848,0,3,250,21622,0,2,484,21996,2,1,1389,23525,2,3,468,25054,2,1,265,25850,2,0,203,26318,2,2,327,26708,2,1,250,27269,2,0,296,27800,2,3,2293,28471,,2,1,1950,31060,2,3,375,33197,1,1,608,38049,1,0,1373,38751,1,2,1638,40592,1,3,375,42479,1,1,219,43025,1,0,280,43447,1,2,1045,43946,2,0,2559,45646,2,0,406,48376,2,1,889,48922,2,3,375,49967,2,1,983,50654,1,2,328,52151,1,3,328,52588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,0,0,6,22,SEQUENTIAL,Blue,1,0,9984,0,1,1,1,2,0,1,2,0,2,1,140,2247,2,0,125,2668,2,2,110,3120,2,3,514,3542,2,2,156,4384,2,1,203,4899,2,0,234,5429,1,0,110,7800,1,2,94,8237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,0,0,9,8,SEQUENTIAL,Green,0,1,6989,0,1,1,1,2,0,1,2,0,0,0,78,4914,0,2,125,5382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,0,1,0,18,SEQUENTIAL,Red,2,0,38298,0,0,1,1,2,0,1,2,0,2,0,281,5319,2,2,359,5756,2,0,250,6333,2,2,156,6801,2,0,936,7082,2,1,140,8237,2,3,344,8595,2,1,140,9282,2,0,110,9609,2,2,156,9968,1,3,203,10545,1,2,156,10904,1,0,125,11185,1,1,156,11497,1,2,94,12417,1,1,94,12698,2,0,1622,13369,2,0,1014,20514,2,2,499,21840,2,0,749,22495,2,2,140,23743,2,0,920,24055,1,0,1279,25350,1,2,1950,26785,2,0,468,29390,2,2,187,30077,2,0,3885,30513,,2,0,436,35615,2,2,187,36192,2,0,187,36551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
